,fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalized,hospitalizedcurrently,hospitalizeddischarged
11324,,,Slovakia,1049.0,9.0,175.0,865.0,20210119,289939,,,1066.0,
11325,,,Slovenia,1304.0,66.0,174.0,1064.0,20210119,289939,,,1066.0,
11326,,,Somalia,116.0,6.0,2.0,108.0,20210119,289939,,,1066.0,
11327,,,South Africa,2783.0,50.0,903.0,1830.0,20210119,289939,,,1066.0,
11328,,,South Sudan,4.0,0.0,0.0,4.0,20210119,289939,,,1066.0,
11329,,,Spain,190839.0,20002.0,74797.0,96040.0,20210119,289939,,,1066.0,
11330,,,Sri Lanka,244.0,7.0,77.0,160.0,20210119,289939,,,1066.0,
11331,,,Sudan,33.0,6.0,4.0,23.0,20210119,289939,,,1066.0,
11332,,,Suriname,10.0,1.0,6.0,3.0,20210119,289939,,,1066.0,
11333,,,Sweden,13216.0,1400.0,550.0,11266.0,20210119,289939,,,1066.0,
11334,,,Switzerland,27078.0,1327.0,16400.0,9351.0,20210119,289939,,,1066.0,
11335,,,Syria,38.0,2.0,5.0,31.0,20210119,289939,,,1066.0,
11336,,,Taiwan*,395.0,6.0,166.0,223.0,20210119,289939,,,1066.0,
11337,,,Tanzania,147.0,5.0,11.0,131.0,20210119,289939,,,1066.0,
11338,,,Thailand,2700.0,47.0,1689.0,964.0,20210119,289939,,,1066.0,
11339,,,Timor-Leste,18.0,0.0,1.0,17.0,20210119,289939,,,1066.0,
11340,,,Togo,83.0,5.0,48.0,30.0,20210119,289939,,,1066.0,
11341,,,Trinidad and Tobago,114.0,8.0,20.0,86.0,20210119,289939,,,1066.0,
11342,,,Tunisia,864.0,37.0,43.0,784.0,20210119,289939,,,1066.0,
11343,,,Turkey,78546.0,1769.0,8631.0,68146.0,20210119,289939,,,1066.0,
11344,,,Uganda,56.0,0.0,20.0,36.0,20210119,289939,,,1066.0,
11345,,,Ukraine,4662.0,125.0,246.0,4291.0,20210119,289939,,,1066.0,
11346,,,United Arab Emirates,6302.0,37.0,1188.0,5077.0,20210119,289939,,,1066.0,
11347,,,United Kingdom,108692.0,14576.0,0.0,94116.0,20210119,289939,,,1066.0,
11348,,,Uruguay,502.0,9.0,286.0,207.0,20210119,289939,,,1066.0,
11349,,,Uzbekistan,1405.0,4.0,156.0,1245.0,20210119,289939,,,1066.0,
11350,,,Venezuela,204.0,9.0,111.0,84.0,20210119,289939,,,1066.0,
11351,,,Vietnam,268.0,0.0,198.0,70.0,20210119,289939,,,1066.0,
11352,,,West Bank and Gaza,402.0,2.0,69.0,331.0,20210119,289939,,,1066.0,
11353,,,Western Sahara,6.0,0.0,0.0,6.0,20210119,289939,,,1066.0,
11354,,,Yemen,1.0,0.0,0.0,1.0,20210119,289939,,,1066.0,
11355,,,Zambia,52.0,2.0,30.0,20.0,20210119,289939,,,1066.0,
11356,,,Zimbabwe,24.0,3.0,2.0,19.0,20210119,289939,,,1066.0,
11357,,Massachusetts,US,23.0,1.0,0.0,22.0,20210119,289939,,,1066.0,
11358,,Michigan,US,45.0,0.0,0.0,45.0,20210119,289939,,,1066.0,
11359,,Missouri,US,412.0,13.0,0.0,399.0,20210119,289939,,,1066.0,
11360,,Michigan,US,550.0,17.0,0.0,533.0,20210119,289939,,,1066.0,
11361,,Alberta,Canada,2562.0,51.0,0.0,2511.0,20210119,289939,,,1066.0,
11362,,Anguilla,United Kingdom,3.0,0.0,1.0,2.0,20210119,289939,,,1066.0,
11363,,Aruba,Netherlands,96.0,2.0,44.0,50.0,20210119,289939,,,1066.0,
11364,,Australian Capital Territory,Australia,103.0,3.0,88.0,12.0,20210119,289939,,,1066.0,
11365,,Bermuda,United Kingdom,83.0,5.0,35.0,43.0,20210119,289939,,,1066.0,
11366,,"""Bonaire"," Sint Eustatius and Saba""",-68.0,3.0,0.0,0.0,20210119,289939,,,1066.0,
11367,,British Columbia,Canada,1618.0,78.0,0.0,1540.0,20210119,289939,,,1066.0,
11368,,British Virgin Islands,United Kingdom,4.0,0.0,2.0,2.0,20210119,289939,,,1066.0,
11369,,Cayman Islands,United Kingdom,61.0,1.0,7.0,53.0,20210119,289939,,,1066.0,
11370,,Channel Islands,United Kingdom,484.0,21.0,73.0,390.0,20210119,289939,,,1066.0,
11371,,Curacao,Netherlands,14.0,1.0,11.0,2.0,20210119,289939,,,1066.0,
11372,,Falkland Islands (Malvinas),United Kingdom,11.0,0.0,3.0,8.0,20210119,289939,,,1066.0,
11373,,Faroe Islands,Denmark,184.0,0.0,173.0,11.0,20210119,289939,,,1066.0,
11374,,French Guiana,France,96.0,0.0,64.0,32.0,20210119,289939,,,1066.0,
11375,,French Polynesia,France,55.0,0.0,2.0,53.0,20210119,289939,,,1066.0,
11376,,Fujian,China,355.0,1.0,336.0,18.0,20210119,289939,,,1066.0,
11377,,Gibraltar,United Kingdom,132.0,0.0,111.0,21.0,20210119,289939,,,1066.0,
11378,,Grand Princess,Canada,13.0,0.0,0.0,13.0,20210119,289939,,,1066.0,
11379,,Greenland,Denmark,11.0,0.0,11.0,0.0,20210119,289939,,,1066.0,
11380,,Guadeloupe,France,148.0,8.0,73.0,67.0,20210119,289939,,,1066.0,
11381,,Guangdong,China,1579.0,8.0,1482.0,89.0,20210119,289939,,,1066.0,
11382,,Heilongjiang,China,892.0,13.0,472.0,407.0,20210119,289939,,,1066.0,
11383,,Hong Kong,China,1024.0,4.0,568.0,452.0,20210119,289939,,,1066.0,
11384,,Hubei,China,68128.0,4512.0,63494.0,122.0,20210119,289939,,,1066.0,
11385,,Hu,China,1019.0,4.0,1015.0,0.0,20210119,289939,,,1066.0,
11386,,Inner Mongolia,China,193.0,1.0,104.0,88.0,20210119,289939,,,1066.0,
11387,,Isle of Man,United Kingdom,297.0,6.0,180.0,111.0,20210119,289939,,,1066.0,
11388,,Liaoning,China,146.0,2.0,142.0,2.0,20210119,289939,,,1066.0,
11389,,Macau,China,45.0,0.0,17.0,28.0,20210119,289939,,,1066.0,
11390,,Manitoba,Canada,253.0,5.0,0.0,248.0,20210119,289939,,,1066.0,
11391,,Martinique,France,158.0,8.0,73.0,77.0,20210119,289939,,,1066.0,
11392,,Mayotte,France,254.0,4.0,117.0,133.0,20210119,289939,,,1066.0,
11393,,Montserrat,United Kingdom,11.0,0.0,2.0,9.0,20210119,289939,,,1066.0,
11394,,New Brunswick,Canada,117.0,0.0,0.0,117.0,20210119,289939,,,1066.0,
11395,,New Caledonia,France,18.0,0.0,14.0,4.0,20210119,289939,,,1066.0,
11396,,New South Wales,Australia,2926.0,26.0,1379.0,1521.0,20210119,289939,,,1066.0,
11397,,Newfoundland and Labrador,Canada,257.0,3.0,0.0,254.0,20210119,289939,,,1066.0,
11398,,Northern Territory,Australia,28.0,0.0,9.0,19.0,20210119,289939,,,1066.0,
11399,,Northwest Territories,Canada,5.0,0.0,0.0,5.0,20210119,289939,,,1066.0,
11400,,Nova Scotia,Canada,649.0,7.0,0.0,642.0,20210119,289939,,,1066.0,
11401,,Ontario,Canada,11013.0,564.0,0.0,10449.0,20210119,289939,,,1066.0,
11402,,Prince Edward Island,Canada,26.0,0.0,0.0,26.0,20210119,289939,,,1066.0,
11403,,Quebec,Canada,17521.0,688.0,0.0,16833.0,20210119,289939,,,1066.0,
11404,,Queensland,Australia,1015.0,6.0,738.0,271.0,20210119,289939,,,1066.0,
11405,,,Canada,0.0,0.0,10964.0,-10964.0,20210119,289939,,,1066.0,
11406,,,US,0.0,0.0,64840.0,-64840.0,20210119,289939,,,1066.0,
11407,,Reunion,France,407.0,0.0,237.0,170.0,20210119,289939,,,1066.0,
11408,,Saint Barthelemy,France,6.0,0.0,5.0,1.0,20210119,289939,,,1066.0,
11409,,Saint Pierre and Miquelon,France,1.0,0.0,0.0,1.0,20210119,289939,,,1066.0,
11410,,Saskatchewan,Canada,313.0,4.0,0.0,309.0,20210119,289939,,,1066.0,
11411,,Shandong,China,787.0,7.0,765.0,15.0,20210119,289939,,,1066.0,
11412,,Sichuan,China,561.0,3.0,553.0,5.0,20210119,289939,,,1066.0,
11413,,Sint Maarten,Netherlands,64.0,9.0,12.0,43.0,20210119,289939,,,1066.0,
11414,,South Australia,Australia,435.0,4.0,331.0,100.0,20210119,289939,,,1066.0,
11415,,St Martin,France,37.0,2.0,19.0,16.0,20210119,289939,,,1066.0,
11416,,Tasmania,Australia,180.0,7.0,67.0,106.0,20210119,289939,,,1066.0,
11417,,Turks and Caicos Islands,United Kingdom,11.0,1.0,0.0,10.0,20210119,289939,,,1066.0,
11418,,Victoria,Australia,1319.0,14.0,1172.0,133.0,20210119,289939,,,1066.0,
11419,,Western Australia,Australia,541.0,7.0,340.0,194.0,20210119,289939,,,1066.0,
11420,,Yukon,Canada,9.0,0.0,0.0,9.0,20210119,289939,,,1066.0,
11421,,,Afghanistan,933.0,30.0,112.0,791.0,20210119,289939,,,1066.0,
11422,,,Albania,548.0,26.0,302.0,220.0,20210119,289939,,,1066.0,
11423,,,Algeria,2534.0,367.0,894.0,1273.0,20210119,289939,,,1066.0,
11424,,,Andorra,704.0,35.0,205.0,464.0,20210119,289939,,,1066.0,
11425,,,Angola,24.0,2.0,6.0,16.0,20210119,289939,,,1066.0,
11426,,,Antigua and Barbuda,23.0,3.0,3.0,17.0,20210119,289939,,,1066.0,
11427,,,Argentina,2758.0,129.0,685.0,1944.0,20210119,289939,,,1066.0,
11428,,,Armenia,1248.0,20.0,523.0,705.0,20210119,289939,,,1066.0,
11429,,,Austria,14671.0,443.0,10214.0,4014.0,20210119,289939,,,1066.0,
11430,,,Azerbaijan,1373.0,18.0,590.0,765.0,20210119,289939,,,1066.0,
11431,,,Bahamas,55.0,9.0,10.0,36.0,20210119,289939,,,1066.0,
11432,,,Bahrain,1773.0,7.0,755.0,1011.0,20210119,289939,,,1066.0,
11433,,,Bangladesh,2144.0,84.0,66.0,1994.0,20210119,289939,,,1066.0,
11434,,,Barbados,75.0,5.0,17.0,53.0,20210119,289939,,,1066.0,
11435,,,Belarus,4779.0,45.0,342.0,4392.0,20210119,289939,,,1066.0,
11436,,,Belgium,37183.0,5453.0,8348.0,23382.0,20210119,289939,,,1066.0,
11437,,,Belize,18.0,2.0,0.0,16.0,20210119,289939,,,1066.0,
11438,,,Benin,35.0,1.0,18.0,16.0,20210119,289939,,,1066.0,
11439,,,Bhutan,5.0,0.0,2.0,3.0,20210119,289939,,,1066.0,
11440,,,Bolivia,493.0,31.0,31.0,431.0,20210119,289939,,,1066.0,
11441,,,Bosnia and Herzegovina,1268.0,47.0,338.0,883.0,20210119,289939,,,1066.0,
11442,,,Botswana,15.0,1.0,0.0,14.0,20210119,289939,,,1066.0,
11443,,,Brazil,36658.0,2354.0,14026.0,20278.0,20210119,289939,,,1066.0,
11444,,,Brunei,137.0,1.0,113.0,23.0,20210119,289939,,,1066.0,
11445,,,Bulgaria,878.0,41.0,153.0,684.0,20210119,289939,,,1066.0,
11446,,,Burkina Faso,565.0,36.0,321.0,208.0,20210119,289939,,,1066.0,
11447,,,Burma,98.0,5.0,5.0,88.0,20210119,289939,,,1066.0,
11448,,,Burundi,5.0,1.0,0.0,4.0,20210119,289939,,,1066.0,
11449,,,Cabo Verde,58.0,1.0,1.0,56.0,20210119,289939,,,1066.0,
11450,,,Cambodia,122.0,0.0,103.0,19.0,20210119,289939,,,1066.0,
11451,,,Cameroon,1017.0,22.0,177.0,818.0,20210119,289939,,,1066.0,
11452,,,Central African Republic,12.0,0.0,4.0,8.0,20210119,289939,,,1066.0,
11453,,,Chad,33.0,0.0,8.0,25.0,20210119,289939,,,1066.0,
11454,,,Chile,9730.0,126.0,4035.0,5569.0,20210119,289939,,,1066.0,
11455,,,Colombia,3439.0,153.0,634.0,2652.0,20210119,289939,,,1066.0,
11456,,,Congo (Brazzaville),143.0,6.0,11.0,126.0,20210119,289939,,,1066.0,
11457,,,Congo (Kinshasa),307.0,25.0,26.0,256.0,20210119,289939,,,1066.0,
11458,,,Costa Rica,655.0,4.0,97.0,554.0,20210119,289939,,,1066.0,
11459,,,Cote d'Ivoire,801.0,8.0,239.0,554.0,20210119,289939,,,1066.0,
11460,,,Croatia,1832.0,39.0,615.0,1178.0,20210119,289939,,,1066.0,
11461,,,Cuba,986.0,32.0,227.0,727.0,20210119,289939,,,1066.0,
11462,,,Cyprus,761.0,12.0,79.0,670.0,20210119,289939,,,1066.0,
11463,,,Czechia,6606.0,181.0,1227.0,5198.0,20210119,289939,,,1066.0,
11464,,,Denmark,7242.0,346.0,3847.0,3049.0,20210119,289939,,,1066.0,
11465,,,Diamond Princess,712.0,13.0,644.0,55.0,20210119,289939,,,1066.0,
11466,,,Djibouti,732.0,2.0,76.0,654.0,20210119,289939,,,1066.0,
11467,,,Dominica,16.0,0.0,8.0,8.0,20210119,289939,,,1066.0,
11468,,,Dominican Republic,4335.0,217.0,312.0,3806.0,20210119,289939,,,1066.0,
11469,,,Ecuador,9022.0,456.0,1008.0,7558.0,20210119,289939,,,1066.0,
11470,,,Egypt,3032.0,224.0,701.0,2107.0,20210119,289939,,,1066.0,
11471,,,El Salvador,190.0,7.0,43.0,140.0,20210119,289939,,,1066.0,
11472,,,Equatorial Guinea,79.0,0.0,4.0,75.0,20210119,289939,,,1066.0,
11473,,,Eritrea,39.0,0.0,3.0,36.0,20210119,289939,,,1066.0,
11474,,,Estonia,1512.0,38.0,162.0,1312.0,20210119,289939,,,1066.0,
11475,,,Eswatini,22.0,1.0,8.0,13.0,20210119,289939,,,1066.0,
11476,,,Ethiopia,105.0,3.0,16.0,86.0,20210119,289939,,,1066.0,
11477,,,Fiji,17.0,0.0,0.0,17.0,20210119,289939,,,1066.0,
11478,,,Finland,3681.0,90.0,1700.0,1891.0,20210119,289939,,,1066.0,
11479,,,Gabon,108.0,1.0,7.0,100.0,20210119,289939,,,1066.0,
11480,,,Gambia,9.0,1.0,2.0,6.0,20210119,289939,,,1066.0,
11481,,,Georgia,388.0,4.0,86.0,298.0,20210119,289939,,,1066.0,
11482,,,Germany,143342.0,4459.0,85400.0,53483.0,20210119,289939,,,1066.0,
11483,,,Ghana,834.0,9.0,99.0,726.0,20210119,289939,,,1066.0,
11484,,,Greece,2235.0,110.0,269.0,1856.0,20210119,289939,,,1066.0,
11485,,,Grenada,14.0,0.0,6.0,8.0,20210119,289939,,,1066.0,
11486,,,Guatemala,235.0,7.0,21.0,207.0,20210119,289939,,,1066.0,
11487,,,Guinea,518.0,3.0,65.0,450.0,20210119,289939,,,1066.0,
11488,,,Guinea-Bissau,46.0,0.0,0.0,46.0,20210119,289939,,,1066.0,
11489,,,Guyana,63.0,6.0,9.0,48.0,20210119,289939,,,1066.0,
11490,,,Haiti,44.0,3.0,0.0,41.0,20210119,289939,,,1066.0,
11491,,,Vatican City,8.0,0.0,2.0,6.0,20210119,289939,,,1066.0,
11492,,,Honduras,457.0,46.0,10.0,401.0,20210119,289939,,,1066.0,
11493,,,Hungary,1834.0,172.0,231.0,1431.0,20210119,289939,,,1066.0,
11494,,,Iceland,1760.0,9.0,1291.0,460.0,20210119,289939,,,1066.0,
11495,,,India,15722.0,521.0,2463.0,12738.0,20210119,289939,,,1066.0,
11496,,,Indonesia,6248.0,535.0,631.0,5082.0,20210119,289939,,,1066.0,
11497,,,Iran,80868.0,5031.0,55987.0,19850.0,20210119,289939,,,1066.0,
11498,,,Iraq,1513.0,82.0,953.0,478.0,20210119,289939,,,1066.0,
11499,,,Ireland,14758.0,571.0,77.0,14110.0,20210119,289939,,,1066.0,
11500,,,Israel,13265.0,164.0,3456.0,9645.0,20210119,289939,,,1066.0,
11501,,,Italy,175925.0,23227.0,44927.0,107771.0,20210119,289939,,,1066.0,
11502,,,Jamaica,163.0,5.0,25.0,133.0,20210119,289939,,,1066.0,
11503,,,Japan,10296.0,222.0,1069.0,9005.0,20210119,289939,,,1066.0,
11504,,,Jordan,413.0,7.0,269.0,137.0,20210119,289939,,,1066.0,
11505,,,Kazakhstan,1615.0,17.0,377.0,1221.0,20210119,289939,,,1066.0,
11506,,,Kenya,262.0,12.0,60.0,190.0,20210119,289939,,,1066.0,
11507,,,South Korea,10653.0,232.0,7937.0,2484.0,20210119,289939,,,1066.0,
11508,,,Kosovo,510.0,12.0,93.0,405.0,20210119,289939,,,1066.0,
11509,,,Kuwait,1751.0,6.0,280.0,1465.0,20210119,289939,,,1066.0,
11510,,,Kyrgyzstan,506.0,5.0,130.0,371.0,20210119,289939,,,1066.0,
11511,,,Laos,19.0,0.0,2.0,17.0,20210119,289939,,,1066.0,
11512,,,Latvia,712.0,5.0,88.0,619.0,20210119,289939,,,1066.0,
11513,,,Lebanon,672.0,21.0,99.0,552.0,20210119,289939,,,1066.0,
11514,,,Liberia,76.0,7.0,7.0,62.0,20210119,289939,,,1066.0,
11515,,,Libya,49.0,1.0,11.0,37.0,20210119,289939,,,1066.0,
11516,,,Liechtenstein,79.0,1.0,55.0,23.0,20210119,289939,,,1066.0,
11517,,,Lithuania,1239.0,33.0,228.0,978.0,20210119,289939,,,1066.0,
11518,,,Luxembourg,3537.0,72.0,601.0,2864.0,20210119,289939,,,1066.0,
11519,,,MS Zaandam,9.0,2.0,0.0,7.0,20210119,289939,,,1066.0,
11520,,,Madagascar,120.0,0.0,35.0,85.0,20210119,289939,,,1066.0,
11521,,,Malawi,17.0,2.0,3.0,12.0,20210119,289939,,,1066.0,
11522,,,Malaysia,5305.0,88.0,3102.0,2115.0,20210119,289939,,,1066.0,
11523,,,Maldives,35.0,0.0,16.0,19.0,20210119,289939,,,1066.0,
11524,,,Mali,216.0,13.0,41.0,162.0,20210119,289939,,,1066.0,
11525,,,Malta,426.0,3.0,99.0,324.0,20210119,289939,,,1066.0,
11526,,,Mauritania,7.0,1.0,2.0,4.0,20210119,289939,,,1066.0,
11527,,,Mauritius,325.0,9.0,180.0,136.0,20210119,289939,,,1066.0,
11528,,,Mexico,6875.0,546.0,2125.0,4204.0,20210119,289939,,,1066.0,
11529,,,Moldova,2378.0,57.0,391.0,1930.0,20210119,289939,,,1066.0,
11530,,,Monaco,94.0,3.0,22.0,69.0,20210119,289939,,,1066.0,
11531,,,Mongolia,31.0,0.0,5.0,26.0,20210119,289939,,,1066.0,
11532,,,Montenegro,307.0,5.0,55.0,247.0,20210119,289939,,,1066.0,
11533,,,Morocco,2685.0,137.0,314.0,2234.0,20210119,289939,,,1066.0,
11534,,,Mozambique,35.0,0.0,4.0,31.0,20210119,289939,,,1066.0,
11535,,,Namibia,16.0,0.0,6.0,10.0,20210119,289939,,,1066.0,
11536,,,Nepal,31.0,0.0,2.0,29.0,20210119,289939,,,1066.0,
11537,,,Netherlands,31589.0,3601.0,250.0,27738.0,20210119,289939,,,1066.0,
11538,,,New Zealand,1422.0,11.0,867.0,544.0,20210119,289939,,,1066.0,
11539,,,Nicaragua,9.0,2.0,6.0,1.0,20210119,289939,,,1066.0,
11540,,,Niger,639.0,19.0,113.0,507.0,20210119,289939,,,1066.0,
11541,,,Nigeria,542.0,19.0,166.0,357.0,20210119,289939,,,1066.0,
11542,,,North Macedonia,1170.0,49.0,164.0,957.0,20210119,289939,,,1066.0,
11543,,,Norway,7036.0,164.0,32.0,6840.0,20210119,289939,,,1066.0,
11544,,,Oman,1180.0,6.0,176.0,998.0,20210119,289939,,,1066.0,
11545,,,Pakistan,7638.0,143.0,1832.0,5663.0,20210119,289939,,,1066.0,
11546,,,Panama,4210.0,116.0,122.0,3972.0,20210119,289939,,,1066.0,
11547,,,Papua New Guinea,7.0,0.0,0.0,7.0,20210119,289939,,,1066.0,
11548,,,Paraguay,202.0,8.0,35.0,159.0,20210119,289939,,,1066.0,
11549,,,Peru,14420.0,348.0,6684.0,7388.0,20210119,289939,,,1066.0,
11550,,,Philippines,6087.0,397.0,516.0,5174.0,20210119,289939,,,1066.0,
11551,,,Poland,8742.0,347.0,981.0,7414.0,20210119,289939,,,1066.0,
11552,,,Portugal,19685.0,687.0,610.0,18388.0,20210119,289939,,,1066.0,
11553,,,Qatar,5008.0,8.0,510.0,4490.0,20210119,289939,,,1066.0,
11554,,,Romania,8418.0,421.0,1730.0,6267.0,20210119,289939,,,1066.0,
11555,,,Russia,36793.0,313.0,3057.0,33423.0,20210119,289939,,,1066.0,
11556,,,Rwanda,144.0,0.0,69.0,75.0,20210119,289939,,,1066.0,
11557,,,Saint Kitts and Nevis,14.0,0.0,0.0,14.0,20210119,289939,,,1066.0,
11558,,,Saint Lucia,15.0,0.0,11.0,4.0,20210119,289939,,,1066.0,
11559,,,Saint Vincent and the Grenadines,12.0,0.0,1.0,11.0,20210119,289939,,,1066.0,
11560,,,San Marino,455.0,39.0,60.0,356.0,20210119,289939,,,1066.0,
11561,,,Sao Tome and Principe,4.0,0.0,0.0,4.0,20210119,289939,,,1066.0,
11562,,,Saudi Arabia,8274.0,92.0,1329.0,6853.0,20210119,289939,,,1066.0,
11563,,,Senegal,350.0,3.0,211.0,136.0,20210119,289939,,,1066.0,
11564,,,Serbia,5994.0,117.0,637.0,5240.0,20210119,289939,,,1066.0,
11565,,,Seychelles,11.0,0.0,5.0,6.0,20210119,289939,,,1066.0,
11566,,,Sierra Leone,30.0,0.0,0.0,30.0,20210119,289939,,,1066.0,
11567,,,Singapore,5992.0,11.0,740.0,5241.0,20210119,289939,,,1066.0,
11568,,,Slovakia,1089.0,11.0,213.0,865.0,20210119,289939,,,1066.0,
11569,,,Slovenia,1317.0,70.0,190.0,1057.0,20210119,289939,,,1066.0,
11570,,,Somalia,135.0,7.0,2.0,126.0,20210119,289939,,,1066.0,
11571,,,South Africa,3034.0,52.0,903.0,2079.0,20210119,289939,,,1066.0,
11572,,,South Sudan,4.0,0.0,0.0,4.0,20210119,289939,,,1066.0,
11573,,,Spain,191726.0,20043.0,74797.0,96886.0,20210119,289939,,,1066.0,
11574,,,Sri Lanka,254.0,7.0,86.0,161.0,20210119,289939,,,1066.0,
11575,,,Sudan,66.0,10.0,6.0,50.0,20210119,289939,,,1066.0,
11576,,,Suriname,10.0,1.0,6.0,3.0,20210119,289939,,,1066.0,
11577,,,Sweden,13822.0,1511.0,550.0,11761.0,20210119,289939,,,1066.0,
11578,,,Switzerland,27404.0,1368.0,17100.0,8936.0,20210119,289939,,,1066.0,
11579,,,Syria,38.0,2.0,5.0,31.0,20210119,289939,,,1066.0,
11580,,,Taiwan*,398.0,6.0,178.0,214.0,20210119,289939,,,1066.0,
11581,,,Tanzania,147.0,5.0,11.0,131.0,20210119,289939,,,1066.0,
11582,,,Thailand,2733.0,47.0,1787.0,899.0,20210119,289939,,,1066.0,
11583,,,Timor-Leste,18.0,0.0,1.0,17.0,20210119,289939,,,1066.0,
11584,,,Togo,84.0,5.0,49.0,30.0,20210119,289939,,,1066.0,
11585,,,Trinidad and Tobago,114.0,8.0,21.0,85.0,20210119,289939,,,1066.0,
11586,,,Tunisia,864.0,37.0,43.0,784.0,20210119,289939,,,1066.0,
11587,,,Turkey,82329.0,1890.0,10453.0,69986.0,20210119,289939,,,1066.0,
11588,,,Uganda,55.0,0.0,22.0,33.0,20210119,289939,,,1066.0,
11589,,,Ukraine,5106.0,133.0,275.0,4698.0,20210119,289939,,,1066.0,
11590,,,United Arab Emirates,6302.0,37.0,1188.0,5077.0,20210119,289939,,,1066.0,
11591,,,United Kingdom,114217.0,15464.0,0.0,98753.0,20210119,289939,,,1066.0,
11592,,,Uruguay,508.0,9.0,294.0,205.0,20210119,289939,,,1066.0,
11593,,,Uzbekistan,1490.0,5.0,194.0,1291.0,20210119,289939,,,1066.0,
11594,,,Venezuela,227.0,9.0,113.0,105.0,20210119,289939,,,1066.0,
11595,,,Vietnam,268.0,0.0,201.0,67.0,20210119,289939,,,1066.0,
11596,,,West Bank and Gaza,418.0,2.0,69.0,347.0,20210119,289939,,,1066.0,
11597,,,Western Sahara,6.0,0.0,0.0,6.0,20210119,289939,,,1066.0,
11598,,,Yemen,1.0,0.0,0.0,1.0,20210119,289939,,,1066.0,
11599,,,Zambia,57.0,2.0,33.0,22.0,20210119,289939,,,1066.0,
11600,,,Zimbabwe,25.0,3.0,2.0,20.0,20210119,289939,,,1066.0,
11601,,Utah,US,54.0,0.0,0.0,54.0,20210119,289939,,,1066.0,
11602,,Utah,US,15.0,0.0,0.0,15.0,20210119,289939,,,1066.0,
11603,,Massachusetts,US,23.0,1.0,0.0,22.0,20210119,289939,,,1066.0,
11604,,Michigan,US,51.0,0.0,0.0,51.0,20210119,289939,,,1066.0,
11605,,Missouri,US,418.0,13.0,0.0,405.0,20210119,289939,,,1066.0,
11606,,Michigan,US,556.0,17.0,0.0,539.0,20210119,289939,,,1066.0,
11607,,Utah,US,6.0,0.0,0.0,6.0,20210119,289939,,,1066.0,
11608,,Utah,US,10.0,0.0,0.0,10.0,20210119,289939,,,1066.0,
11609,,Utah,US,119.0,1.0,0.0,118.0,20210119,289939,,,1066.0,
11610,,Alberta,Canada,2803.0,51.0,0.0,2752.0,20210119,289939,,,1066.0,
11611,,Anguilla,United Kingdom,3.0,0.0,1.0,2.0,20210119,289939,,,1066.0,
11612,,Aruba,Netherlands,97.0,2.0,49.0,46.0,20210119,289939,,,1066.0,
11613,,Australian Capital Territory,Australia,103.0,3.0,88.0,12.0,20210119,289939,,,1066.0,
11614,,Beijing,China,593.0,8.0,510.0,75.0,20210119,289939,,,1066.0,
11615,,Bermuda,United Kingdom,86.0,5.0,35.0,46.0,20210119,289939,,,1066.0,
11616,,"""Bonaire"," Sint Eustatius and Saba""",-68.0,5.0,0.0,0.0,20210119,289939,,,1066.0,
11617,,British Columbia,Canada,1647.0,81.0,0.0,1566.0,20210119,289939,,,1066.0,
11618,,British Virgin Islands,United Kingdom,4.0,1.0,2.0,1.0,20210119,289939,,,1066.0,
11619,,Cayman Islands,United Kingdom,61.0,1.0,7.0,53.0,20210119,289939,,,1066.0,
11620,,Channel Islands,United Kingdom,488.0,21.0,73.0,394.0,20210119,289939,,,1066.0,
11621,,Curacao,Netherlands,14.0,1.0,11.0,2.0,20210119,289939,,,1066.0,
11622,,Falkland Islands (Malvinas),United Kingdom,11.0,0.0,3.0,8.0,20210119,289939,,,1066.0,
11623,,Faroe Islands,Denmark,185.0,0.0,176.0,9.0,20210119,289939,,,1066.0,
11624,,French Guiana,France,96.0,0.0,64.0,32.0,20210119,289939,,,1066.0,
11625,,French Polynesia,France,55.0,0.0,2.0,53.0,20210119,289939,,,1066.0,
11626,,Fujian,China,355.0,1.0,339.0,15.0,20210119,289939,,,1066.0,
11627,,Gibraltar,United Kingdom,132.0,0.0,120.0,12.0,20210119,289939,,,1066.0,
11628,,Grand Princess,Canada,13.0,0.0,0.0,13.0,20210119,289939,,,1066.0,
11629,,Greenland,Denmark,11.0,0.0,11.0,0.0,20210119,289939,,,1066.0,
11630,,Guadeloupe,France,148.0,8.0,73.0,67.0,20210119,289939,,,1066.0,
11631,,Guangdong,China,1580.0,8.0,1490.0,82.0,20210119,289939,,,1066.0,
11632,,Guizhou,China,147.0,2.0,145.0,0.0,20210119,289939,,,1066.0,
11633,,Heilongjiang,China,898.0,13.0,472.0,413.0,20210119,289939,,,1066.0,
11634,,Hong Kong,China,1025.0,4.0,602.0,419.0,20210119,289939,,,1066.0,
11635,,Hubei,China,68128.0,4512.0,63507.0,109.0,20210119,289939,,,1066.0,
11636,,Isle of Man,United Kingdom,298.0,6.0,193.0,99.0,20210119,289939,,,1066.0,
11637,,Jilin,China,104.0,1.0,97.0,6.0,20210119,289939,,,1066.0,
11638,,Macau,China,45.0,0.0,20.0,25.0,20210119,289939,,,1066.0,
11639,,Manitoba,Canada,254.0,5.0,0.0,249.0,20210119,289939,,,1066.0,
11640,,Martinique,France,163.0,12.0,73.0,78.0,20210119,289939,,,1066.0,
